t,x1,x2,x3,x4,x5,x6,x7,x8,x9
1.04,NaN,-1,-0.204354523178926,-0.101675322251813,0,0.158332620963659,0.504744133118146,1,1.22229586050676
1.045,NaN,-1,-0.20317369249354,-0.101122359386862,0,0.157683700811903,0.503811945809786,1,1.22162605291355
1.05,NaN,-1,-0.202000435201217,-0.100572659721548,0,0.157036797592172,0.502878566377735,1,1.22096107796811
1.055,NaN,-1,-0.200834710689368,-0.100026202809537,0,0.156391910699301,0.501944002086242,1,1.22030088770003
1.06,NaN,-1,-0.199676478290586,-0.099482968280384,0,0.155749039488777,0.501008260251797,1,1.21964543436731
1.065,NaN,-1,-0.198525697282652,-0.0989429358395225,0,0.155108183276744,0.500071348243133,1,1.21899467045639
1.07,NaN,-1,-0.19738232688853,-0.0984060852682718,0,0.154469341340001,0.499133273481223,1,1.21834854868211
1.075,NaN,-1,-0.19624632627637,-0.097872396423834,0,0.153832512916001,0.498194043439283,1,1.21770702198774
1.08,NaN,-1,-0.195117654559509,-0.0973418492392947,0,0.153197697202855,0.497253665642771,1,1.21707004354497
1.085,NaN,-1,-0.193996270796466,-0.0968144237236227,0,0.152564893359325,0.496312147669387,1,1.2164375667539
1.09,NaN,-1,-0.192882133990949,-0.0962900999616703,0,0.151934100504833,0.495369497149072,1,1.21580954524306
1.095,NaN,-1,-0.191775203091847,-0.0957688581141733,0,0.151305317719452,0.494425721764011,1,1.2151859328694
1.1,NaN,-1,-0.190675436993239,-0.0952506784177506,0,0.150678544043912,0.493480829248629,1,1.21456668371827
1.105,NaN,-1,-0.189582794534384,-0.0947355411849047,0,0.150053778479599,0.492534827389594,1,1.21395175210347
1.11,NaN,-1,-0.188497234499732,-0.0942234268040213,0,0.149431019988553,0.491587724025816,1,1.2133410925672
1.115,NaN,-1,-0.187418715618913,-0.0937143157393698,0,0.148810267493469,0.490639527048445,1,1.21273465988008
1.12,NaN,-1,-0.186347196566747,-0.0932081885311026,0,0.148191519877698,0.489690244400876,1,1.21213240904115
1.125,NaN,-1,-0.185282635963234,-0.0927050257952558,0,0.147574775985246,0.488739884078745,1,1.21153429527788
